,tl,tm,tr,ml,mm,mr,bl,bm,br,result
2341,-,x,o,o,o,-,x,x,o,owin
2342,-,x,o,o,o,-,x,-,x,owin
2343,-,x,o,o,o,-,x,-,-,draw
2344,-,x,o,o,o,-,x,o,x,draw
2345,-,x,o,o,o,-,-,x,x,owin
2346,-,x,o,o,o,-,-,x,-,owin
2347,-,x,o,o,o,-,-,-,x,owin
2348,-,x,o,o,o,-,o,x,x,owin
2349,-,x,o,o,o,o,x,x,-,owin
2350,-,x,o,o,o,o,x,-,x,owin
2351,-,x,o,o,o,o,-,x,x,owin
2352,-,-,x,x,x,-,o,o,o,owin
2353,-,-,x,x,x,o,-,o,o,owin
2354,-,-,x,x,x,o,o,-,o,owin
2355,-,-,x,x,x,o,o,o,-,owin
2356,-,-,x,x,x,o,o,o,o,owin
2357,-,-,x,x,-,x,o,o,o,owin
2358,-,-,x,x,-,-,-,o,o,owin
2359,-,-,x,x,-,-,o,-,o,owin
2360,-,-,x,x,-,-,o,o,-,owin
2361,-,-,x,x,-,-,o,o,o,owin
2362,-,-,x,x,-,o,x,o,o,xwin
2363,-,-,x,x,-,o,-,-,o,draw
2364,-,-,x,x,-,o,-,o,-,draw
2365,-,-,x,x,-,o,-,o,o,xwin
2366,-,-,x,x,-,o,o,x,o,draw
2367,-,-,x,x,-,o,o,-,-,draw
2368,-,-,x,x,-,o,o,-,o,draw
2369,-,-,x,x,-,o,o,o,x,draw
2370,-,-,x,x,-,o,o,o,-,draw
2371,-,-,x,x,o,x,-,o,o,owin
2372,-,-,x,x,o,x,o,-,o,owin
2373,-,-,x,x,o,x,o,o,-,owin
2374,-,-,x,x,o,x,o,o,o,owin
2375,-,-,x,x,o,-,x,o,o,owin
2376,-,-,x,x,o,-,-,-,o,owin
2377,-,-,x,x,o,-,-,o,-,owin
2378,-,-,x,x,o,-,-,o,o,owin
2379,-,-,x,x,o,-,o,x,o,owin
2380,-,-,x,x,o,-,o,-,-,owin
2381,-,-,x,x,o,-,o,-,o,owin
2382,-,-,x,x,o,-,o,o,x,owin
2383,-,-,x,x,o,-,o,o,-,owin
2384,-,-,x,x,o,o,x,-,o,owin
2385,-,-,x,x,o,o,x,o,-,owin
2386,-,-,x,x,o,o,x,o,o,xwin
2387,-,-,x,x,o,o,-,x,o,owin
2388,-,-,x,x,o,o,-,-,-,draw
2389,-,-,x,x,o,o,-,-,o,xwin
2390,-,-,x,x,o,o,-,o,x,owin
2391,-,-,x,x,o,o,-,o,-,draw
2392,-,-,x,x,o,o,o,x,-,draw
2393,-,-,x,x,o,o,o,x,o,draw
2394,-,-,x,x,o,o,o,-,x,draw
2395,-,-,x,x,o,o,o,-,-,draw
2396,-,-,x,x,o,o,o,o,x,draw
2397,-,-,x,-,x,x,o,o,o,owin
2398,-,-,x,-,x,-,-,o,o,owin
2399,-,-,x,-,x,-,o,-,o,owin
2400,-,-,x,-,x,-,o,o,-,owin
2401,-,-,x,-,x,-,o,o,o,owin
2402,-,-,x,-,x,o,x,o,o,xwin
2403,-,-,x,-,x,o,-,-,o,draw
2404,-,-,x,-,x,o,-,o,-,draw
2405,-,-,x,-,x,o,-,o,o,xwin
2406,-,-,x,-,x,o,o,x,o,draw
2407,-,-,x,-,x,o,o,-,-,draw
2408,-,-,x,-,x,o,o,-,o,draw
2409,-,-,x,-,x,o,o,o,x,draw
2410,-,-,x,-,x,o,o,o,-,draw
2411,-,-,x,-,-,x,-,o,o,owin
2412,-,-,x,-,-,x,o,-,o,owin
2413,-,-,x,-,-,x,o,o,-,owin
2414,-,-,x,-,-,x,o,o,o,owin
2415,-,-,x,-,-,-,x,o,o,owin
2416,-,-,x,-,-,-,-,-,o,owin
2417,-,-,x,-,-,-,-,o,-,owin
2418,-,-,x,-,-,-,-,o,o,owin
2419,-,-,x,-,-,-,o,x,o,owin
2420,-,-,x,-,-,-,o,-,-,owin
2421,-,-,x,-,-,-,o,-,o,owin
2422,-,-,x,-,-,-,o,o,x,xwin
2423,-,-,x,-,-,-,o,o,-,xwin
2424,-,-,x,-,-,o,x,-,o,owin
2425,-,-,x,-,-,o,x,o,-,owin
2426,-,-,x,-,-,o,x,o,o,xwin
2427,-,-,x,-,-,o,-,x,o,owin
2428,-,-,x,-,-,o,-,-,-,draw
2429,-,-,x,-,-,o,-,-,o,xwin
2430,-,-,x,-,-,o,-,o,x,owin
2431,-,-,x,-,-,o,-,o,-,xwin
2432,-,-,x,-,-,o,o,x,-,owin
2433,-,-,x,-,-,o,o,x,o,xwin
2434,-,-,x,-,-,o,o,-,x,owin
2435,-,-,x,-,-,o,o,-,-,draw
2436,-,-,x,-,-,o,o,o,x,xwin
2437,-,-,x,-,o,x,x,o,o,owin
2438,-,-,x,-,o,x,-,-,o,owin
2439,-,-,x,-,o,x,-,o,-,owin
2440,-,-,x,-,o,x,-,o,o,owin
2441,-,-,x,-,o,x,o,x,o,owin
2442,-,-,x,-,o,x,o,-,-,owin
2443,-,-,x,-,o,x,o,-,o,owin
2444,-,-,x,-,o,x,o,o,x,xwin
2445,-,-,x,-,o,x,o,o,-,xwin
2446,-,-,x,-,o,-,x,-,o,owin
2447,-,-,x,-,o,-,x,o,-,owin
2448,-,-,x,-,o,-,x,o,o,owin
2449,-,-,x,-,o,-,-,x,o,owin
2450,-,-,x,-,o,-,-,-,-,draw
2451,-,-,x,-,o,-,-,-,o,draw
2452,-,-,x,-,o,-,-,o,x,owin
2453,-,-,x,-,o,-,-,o,-,draw
2454,-,-,x,-,o,-,o,x,-,owin
2455,-,-,x,-,o,-,o,x,o,draw
2456,-,-,x,-,o,-,o,-,x,draw
2457,-,-,x,-,o,-,o,-,-,draw
2458,-,-,x,-,o,-,o,o,x,xwin
2459,-,-,x,-,o,o,x,x,o,owin
2460,-,-,x,-,o,o,x,-,-,owin
2461,-,-,x,-,o,o,x,-,o,owin
2462,-,-,x,-,o,o,x,o,x,owin
2463,-,-,x,-,o,o,x,o,-,owin
2464,-,-,x,-,o,o,-,x,-,owin
2465,-,-,x,-,o,o,-,x,o,owin
2466,-,-,x,-,o,o,-,-,x,owin
2467,-,-,x,-,o,o,-,-,-,draw
2468,-,-,x,-,o,o,-,o,x,owin
2469,-,-,x,-,o,o,o,x,x,owin
2470,-,-,x,-,o,o,o,x,-,draw
2471,-,-,x,-,o,o,o,-,x,draw
2472,-,-,x,o,x,x,-,o,o,owin
2473,-,-,x,o,x,x,o,-,o,owin
2474,-,-,x,o,x,x,o,o,-,owin
2475,-,-,x,o,x,x,o,o,o,owin
2476,-,-,x,o,x,-,x,o,o,xwin
2477,-,-,x,o,x,-,-,-,o,owin
2478,-,-,x,o,x,-,-,o,-,owin
2479,-,-,x,o,x,-,-,o,o,xwin
2480,-,-,x,o,x,-,o,x,o,owin
2481,-,-,x,o,x,-,o,-,-,owin
2482,-,-,x,o,x,-,o,-,o,owin
2483,-,-,x,o,x,-,o,o,x,owin
2484,-,-,x,o,x,-,o,o,-,owin
2485,-,-,x,o,x,o,x,-,o,xwin
2486,-,-,x,o,x,o,x,o,-,xwin
2487,-,-,x,o,x,o,x,o,o,xwin
2488,-,-,x,o,x,o,-,x,o,xwin
2489,-,-,x,o,x,o,-,-,-,xwin
2490,-,-,x,o,x,o,-,-,o,xwin
2491,-,-,x,o,x,o,-,o,x,xwin
2492,-,-,x,o,x,o,-,o,-,xwin
2493,-,-,x,o,x,o,o,x,-,owin
2494,-,-,x,o,x,o,o,x,o,xwin
2495,-,-,x,o,x,o,o,-,x,owin
2496,-,-,x,o,x,o,o,-,-,xwin
2497,-,-,x,o,x,o,o,o,x,xwin
2498,-,-,x,o,-,x,x,o,o,owin
2499,-,-,x,o,-,x,-,-,o,owin
2500,-,-,x,o,-,x,-,o,-,owin
2501,-,-,x,o,-,x,-,o,o,owin
2502,-,-,x,o,-,x,o,x,o,owin
2503,-,-,x,o,-,x,o,-,-,owin
2504,-,-,x,o,-,x,o,-,o,owin
2505,-,-,x,o,-,x,o,o,x,xwin
2506,-,-,x,o,-,x,o,o,-,xwin
2507,-,-,x,o,-,-,x,-,o,owin
2508,-,-,x,o,-,-,x,o,-,owin
2509,-,-,x,o,-,-,x,o,o,xwin
2510,-,-,x,o,-,-,-,x,o,owin
2511,-,-,x,o,-,-,-,-,-,owin
2512,-,-,x,o,-,-,-,-,o,draw
2513,-,-,x,o,-,-,-,o,x,xwin
2514,-,-,x,o,-,-,-,o,-,xwin
2515,-,-,x,o,-,-,o,x,-,owin
2516,-,-,x,o,-,-,o,x,o,draw
2517,-,-,x,o,-,-,o,-,x,owin
2518,-,-,x,o,-,-,o,-,-,xwin
2519,-,-,x,o,-,-,o,o,x,xwin
2520,-,-,x,o,-,o,x,x,o,owin
2521,-,-,x,o,-,o,x,-,-,owin
2522,-,-,x,o,-,o,x,-,o,xwin
2523,-,-,x,o,-,o,x,o,x,owin
2524,-,-,x,o,-,o,x,o,-,xwin
2525,-,-,x,o,-,o,-,x,-,owin
2526,-,-,x,o,-,o,-,x,o,xwin
2527,-,-,x,o,-,o,-,-,x,owin
2528,-,-,x,o,-,o,-,-,-,xwin
2529,-,-,x,o,-,o,-,o,x,xwin
2530,-,-,x,o,-,o,o,x,x,owin
2531,-,-,x,o,-,o,o,x,-,owin
2532,-,-,x,o,-,o,o,-,x,owin
2533,-,-,x,o,o,x,x,-,o,owin
2534,-,-,x,o,o,x,x,o,-,owin
2535,-,-,x,o,o,x,x,o,o,owin
2536,-,-,x,o,o,x,-,x,o,owin
2537,-,-,x,o,o,x,-,-,-,draw
2538,-,-,x,o,o,x,-,-,o,draw
2539,-,-,x,o,o,x,-,o,x,xwin
2540,-,-,x,o,o,x,-,o,-,xwin
2541,-,-,x,o,o,x,o,x,-,owin
2542,-,-,x,o,o,x,o,x,o,draw
2543,-,-,x,o,o,x,o,-,x,xwin
2544,-,-,x,o,o,x,o,-,-,xwin
2545,-,-,x,o,o,x,o,o,x,xwin
2546,-,-,x,o,o,-,x,x,o,owin
2547,-,-,x,o,o,-,x,-,-,owin
2548,-,-,x,o,o,-,x,-,o,owin
2549,-,-,x,o,o,-,x,o,x,owin
2550,-,-,x,o,o,-,x,o,-,owin
2551,-,-,x,o,o,-,-,x,-,owin
2552,-,-,x,o,o,-,-,x,o,owin
2553,-,-,x,o,o,-,-,-,x,owin
2554,-,-,x,o,o,-,-,-,-,draw
2555,-,-,x,o,o,-,-,o,x,xwin
2556,-,-,x,o,o,-,o,x,x,owin
2557,-,-,x,o,o,-,o,x,-,owin
2558,-,-,x,o,o,-,o,-,x,xwin
2559,-,-,x,o,o,o,x,x,-,owin
2560,-,-,x,o,o,o,x,x,o,owin
2561,-,-,x,o,o,o,x,-,x,owin
2562,-,-,x,o,o,o,x,-,-,owin
2563,-,-,x,o,o,o,x,o,x,owin
2564,-,-,x,o,o,o,-,x,x,owin
2565,-,-,x,o,o,o,-,x,-,owin
2566,-,-,x,o,o,o,-,-,x,owin
2567,-,-,x,o,o,o,o,x,x,owin
2568,-,-,-,x,x,-,-,o,o,owin
2569,-,-,-,x,x,-,o,-,o,owin
2570,-,-,-,x,x,-,o,o,-,owin
2571,-,-,-,x,x,-,o,o,o,owin
2572,-,-,-,x,x,o,x,o,o,owin
2573,-,-,-,x,x,o,-,-,o,owin
2574,-,-,-,x,x,o,-,o,-,owin
2575,-,-,-,x,x,o,-,o,o,owin
2576,-,-,-,x,x,o,o,x,o,owin
2577,-,-,-,x,x,o,o,-,-,owin
2578,-,-,-,x,x,o,o,-,o,owin
2579,-,-,-,x,x,o,o,o,x,draw
2580,-,-,-,x,x,o,o,o,-,draw
2581,-,-,-,x,-,x,-,o,o,owin
2582,-,-,-,x,-,x,o,-,o,owin
2583,-,-,-,x,-,x,o,o,-,owin
2584,-,-,-,x,-,x,o,o,o,owin
2585,-,-,-,x,-,-,x,o,o,xwin
2586,-,-,-,x,-,-,-,-,o,owin
2587,-,-,-,x,-,-,-,o,-,owin
2588,-,-,-,x,-,-,-,o,o,xwin
2589,-,-,-,x,-,-,o,x,o,owin
2590,-,-,-,x,-,-,o,-,-,owin
2591,-,-,-,x,-,-,o,-,o,owin
2592,-,-,-,x,-,-,o,o,x,owin
2593,-,-,-,x,-,-,o,o,-,owin
2594,-,-,-,x,-,o,x,-,o,owin
2595,-,-,-,x,-,o,x,o,-,owin
2596,-,-,-,x,-,o,x,o,o,xwin
2597,-,-,-,x,-,o,-,x,o,owin
2598,-,-,-,x,-,o,-,-,-,draw
2599,-,-,-,x,-,o,-,-,o,draw
2600,-,-,-,x,-,o,-,o,x,draw
2601,-,-,-,x,-,o,-,o,-,draw
2602,-,-,-,x,-,o,o,x,-,owin
2603,-,-,-,x,-,o,o,x,o,draw
2604,-,-,-,x,-,o,o,-,x,draw
2605,-,-,-,x,-,o,o,-,-,draw
2606,-,-,-,x,-,o,o,o,x,draw
2607,-,-,-,x,o,x,x,o,o,owin
2608,-,-,-,x,o,x,-,-,o,owin
2609,-,-,-,x,o,x,-,o,-,owin
2610,-,-,-,x,o,x,-,o,o,owin
2611,-,-,-,x,o,x,o,x,o,owin
2612,-,-,-,x,o,x,o,-,-,owin
2613,-,-,-,x,o,x,o,-,o,owin
2614,-,-,-,x,o,x,o,o,x,owin
2615,-,-,-,x,o,x,o,o,-,owin
2616,-,-,-,x,o,-,x,-,o,owin
2617,-,-,-,x,o,-,x,o,-,owin
2618,-,-,-,x,o,-,x,o,o,xwin
2619,-,-,-,x,o,-,-,x,o,owin
2620,-,-,-,x,o,-,-,-,-,owin
2621,-,-,-,x,o,-,-,-,o,owin
2622,-,-,-,x,o,-,-,o,x,owin
2623,-,-,-,x,o,-,-,o,-,owin
2624,-,-,-,x,o,-,o,x,-,owin
2625,-,-,-,x,o,-,o,x,o,owin
2626,-,-,-,x,o,-,o,-,x,owin
2627,-,-,-,x,o,-,o,-,-,owin
2628,-,-,-,x,o,-,o,o,x,owin
2629,-,-,-,x,o,o,x,x,o,owin
2630,-,-,-,x,o,o,x,-,-,draw
2631,-,-,-,x,o,o,x,-,o,xwin
2632,-,-,-,x,o,o,x,o,x,owin
2633,-,-,-,x,o,o,x,o,-,xwin
2634,-,-,-,x,o,o,-,x,-,owin
2635,-,-,-,x,o,o,-,x,o,owin
2636,-,-,-,x,o,o,-,-,x,draw
2637,-,-,-,x,o,o,-,-,-,draw
2638,-,-,-,x,o,o,-,o,x,draw
2639,-,-,-,x,o,o,o,x,x,owin
2640,-,-,-,x,o,o,o,x,-,draw
2641,-,-,-,x,o,o,o,-,x,draw
2642,-,-,-,-,x,x,-,o,o,owin
2643,-,-,-,-,x,x,o,-,o,owin
2644,-,-,-,-,x,x,o,o,-,owin
2645,-,-,-,-,x,x,o,o,o,owin
2646,-,-,-,-,x,-,x,o,o,draw
2647,-,-,-,-,x,-,-,-,o,draw
2648,-,-,-,-,x,-,-,o,-,draw
2649,-,-,-,-,x,-,-,o,o,draw
2650,-,-,-,-,x,-,o,x,o,draw
2651,-,-,-,-,x,-,o,-,-,draw
2652,-,-,-,-,x,-,o,-,o,draw
2653,-,-,-,-,x,-,o,o,x,draw
2654,-,-,-,-,x,-,o,o,-,draw
2655,-,-,-,-,x,o,x,-,o,owin
2656,-,-,-,-,x,o,x,o,-,draw
2657,-,-,-,-,x,o,x,o,o,xwin
2658,-,-,-,-,x,o,-,x,o,owin
2659,-,-,-,-,x,o,-,-,-,draw
2660,-,-,-,-,x,o,-,-,o,draw
2661,-,-,-,-,x,o,-,o,x,draw
2662,-,-,-,-,x,o,-,o,-,draw
2663,-,-,-,-,x,o,o,x,-,draw
2664,-,-,-,-,x,o,o,x,o,xwin
2665,-,-,-,-,x,o,o,-,x,draw
2666,-,-,-,-,x,o,o,-,-,draw
2667,-,-,-,-,x,o,o,o,x,xwin
2668,-,-,-,-,-,x,x,o,o,owin
2669,-,-,-,-,-,x,-,-,o,owin
2670,-,-,-,-,-,x,-,o,-,owin
2671,-,-,-,-,-,x,-,o,o,owin
2672,-,-,-,-,-,x,o,x,o,owin
2673,-,-,-,-,-,x,o,-,-,owin
2674,-,-,-,-,-,x,o,-,o,owin
2675,-,-,-,-,-,x,o,o,x,xwin
2676,-,-,-,-,-,x,o,o,-,xwin
2677,-,-,-,-,-,-,x,-,o,owin
2678,-,-,-,-,-,-,x,o,-,draw
2679,-,-,-,-,-,-,x,o,o,xwin
2680,-,-,-,-,-,-,-,x,o,owin
2681,-,-,-,-,-,-,-,-,-,draw
2682,-,-,-,-,-,-,-,-,o,draw
2683,-,-,-,-,-,-,-,o,x,draw
2684,-,-,-,-,-,-,-,o,-,draw
2685,-,-,-,-,-,-,o,x,-,owin
2686,-,-,-,-,-,-,o,x,o,draw
2687,-,-,-,-,-,-,o,-,x,owin
2688,-,-,-,-,-,-,o,-,-,draw
2689,-,-,-,-,-,-,o,o,x,xwin
2690,-,-,-,-,-,o,x,x,o,owin
2691,-,-,-,-,-,o,x,-,-,owin
2692,-,-,-,-,-,o,x,-,o,owin
2693,-,-,-,-,-,o,x,o,x,owin
2694,-,-,-,-,-,o,x,o,-,xwin
2695,-,-,-,-,-,o,-,x,-,owin
2696,-,-,-,-,-,o,-,x,o,owin
2697,-,-,-,-,-,o,-,-,x,draw
2698,-,-,-,-,-,o,-,-,-,draw
2699,-,-,-,-,-,o,-,o,x,draw
2700,-,-,-,-,-,o,o,x,x,owin
2701,-,-,-,-,-,o,o,x,-,draw
2702,-,-,-,-,-,o,o,-,x,draw
2703,-,-,-,-,o,x,x,-,o,owin
2704,-,-,-,-,o,x,x,o,-,owin
2705,-,-,-,-,o,x,x,o,o,owin
2706,-,-,-,-,o,x,-,x,o,owin
2707,-,-,-,-,o,x,-,-,-,owin
2708,-,-,-,-,o,x,-,-,o,owin
2709,-,-,-,-,o,x,-,o,x,owin
2710,-,-,-,-,o,x,-,o,-,owin
2711,-,-,-,-,o,x,o,x,-,owin
2712,-,-,-,-,o,x,o,x,o,owin
2713,-,-,-,-,o,x,o,-,x,owin
2714,-,-,-,-,o,x,o,-,-,owin
2715,-,-,-,-,o,x,o,o,x,xwin
2716,-,-,-,-,o,-,x,x,o,owin
2717,-,-,-,-,o,-,x,-,-,draw
2718,-,-,-,-,o,-,x,-,o,draw
2719,-,-,-,-,o,-,x,o,x,owin
2720,-,-,-,-,o,-,x,o,-,draw
2721,-,-,-,-,o,-,-,x,-,owin
2722,-,-,-,-,o,-,-,x,o,owin
2723,-,-,-,-,o,-,-,-,x,draw
2724,-,-,-,-,o,-,-,-,-,draw
2725,-,-,-,-,o,-,-,o,x,draw
2726,-,-,-,-,o,-,o,x,x,owin
2727,-,-,-,-,o,-,o,x,-,owin
2728,-,-,-,-,o,-,o,-,x,draw
2729,-,-,-,-,o,o,x,x,-,owin
2730,-,-,-,-,o,o,x,x,o,owin
2731,-,-,-,-,o,o,x,-,x,owin
2732,-,-,-,-,o,o,x,-,-,draw
2733,-,-,-,-,o,o,x,o,x,owin
2734,-,-,-,-,o,o,-,x,x,owin
2735,-,-,-,-,o,o,-,x,-,owin
2736,-,-,-,-,o,o,-,-,x,draw
2737,-,-,-,-,o,o,o,x,x,owin
2738,-,-,-,o,x,x,x,o,o,draw
2739,-,-,-,o,x,x,-,-,o,owin
2740,-,-,-,o,x,x,-,o,-,owin
2741,-,-,-,o,x,x,-,o,o,draw
2742,-,-,-,o,x,x,o,x,o,owin
2743,-,-,-,o,x,x,o,-,-,owin
2744,-,-,-,o,x,x,o,-,o,owin
2745,-,-,-,o,x,x,o,o,x,owin
2746,-,-,-,o,x,x,o,o,-,owin
2747,-,-,-,o,x,-,x,-,o,draw
2748,-,-,-,o,x,-,x,o,-,draw
2749,-,-,-,o,x,-,x,o,o,xwin
2750,-,-,-,o,x,-,-,x,o,draw
2751,-,-,-,o,x,-,-,-,-,draw
2752,-,-,-,o,x,-,-,-,o,draw
2753,-,-,-,o,x,-,-,o,x,draw
2754,-,-,-,o,x,-,-,o,-,draw
2755,-,-,-,o,x,-,o,x,-,owin
2756,-,-,-,o,x,-,o,x,o,xwin
2757,-,-,-,o,x,-,o,-,x,owin
2758,-,-,-,o,x,-,o,-,-,draw
2759,-,-,-,o,x,-,o,o,x,xwin
2760,-,-,-,o,x,o,x,x,o,owin
2761,-,-,-,o,x,o,x,-,-,xwin
2762,-,-,-,o,x,o,x,-,o,xwin
2763,-,-,-,o,x,o,x,o,x,xwin
2764,-,-,-,o,x,o,x,o,-,xwin
2765,-,-,-,o,x,o,-,x,-,xwin
2766,-,-,-,o,x,o,-,x,o,xwin
2767,-,-,-,o,x,o,-,-,x,xwin
2768,-,-,-,o,x,o,-,-,-,xwin
2769,-,-,-,o,x,o,-,o,x,xwin
2770,-,-,-,o,x,o,o,x,x,owin
2771,-,-,-,o,x,o,o,x,-,xwin
2772,-,-,-,o,x,o,o,-,x,xwin
2773,-,-,-,o,-,x,x,-,o,draw
2774,-,-,-,o,-,x,x,o,-,draw
2775,-,-,-,o,-,x,x,o,o,draw
2776,-,-,-,o,-,x,-,x,o,owin
2777,-,-,-,o,-,x,-,-,-,draw
2778,-,-,-,o,-,x,-,-,o,draw
2779,-,-,-,o,-,x,-,o,x,owin
2780,-,-,-,o,-,x,-,o,-,draw
2781,-,-,-,o,-,x,o,x,-,owin
2782,-,-,-,o,-,x,o,x,o,draw
2783,-,-,-,o,-,x,o,-,x,owin
2784,-,-,-,o,-,x,o,-,-,draw
2785,-,-,-,o,-,x,o,o,x,xwin
2786,-,-,-,o,-,-,x,x,o,owin
2787,-,-,-,o,-,-,x,-,-,draw
2788,-,-,-,o,-,-,x,-,o,draw
2789,-,-,-,o,-,-,x,o,x,owin
2790,-,-,-,o,-,-,x,o,-,draw
2791,-,-,-,o,-,-,-,x,-,owin
2792,-,-,-,o,-,-,-,x,o,draw
2793,-,-,-,o,-,-,-,-,x,owin
2794,-,-,-,o,-,-,-,-,-,draw
2795,-,-,-,o,-,-,-,o,x,xwin
2796,-,-,-,o,-,-,o,x,x,owin
2797,-,-,-,o,-,-,o,x,-,owin
2798,-,-,-,o,-,-,o,-,x,owin
2799,-,-,-,o,-,o,x,x,-,owin
2800,-,-,-,o,-,o,x,x,o,owin
2801,-,-,-,o,-,o,x,-,x,owin
2802,-,-,-,o,-,o,x,-,-,xwin
2803,-,-,-,o,-,o,x,o,x,xwin
2804,-,-,-,o,-,o,-,x,x,owin
2805,-,-,-,o,-,o,-,x,-,xwin
2806,-,-,-,o,-,o,-,-,x,xwin
2807,-,-,-,o,-,o,o,x,x,owin
2808,-,-,-,o,o,x,x,x,o,owin
2809,-,-,-,o,o,x,x,-,-,draw
2810,-,-,-,o,o,x,x,-,o,draw
2811,-,-,-,o,o,x,x,o,x,owin
2812,-,-,-,o,o,x,x,o,-,draw
2813,-,-,-,o,o,x,-,x,-,owin
2814,-,-,-,o,o,x,-,x,o,draw
2815,-,-,-,o,o,x,-,-,x,draw
2816,-,-,-,o,o,x,-,-,-,draw
2817,-,-,-,o,o,x,-,o,x,xwin
2818,-,-,-,o,o,x,o,x,x,owin
2819,-,-,-,o,o,x,o,x,-,owin
2820,-,-,-,o,o,x,o,-,x,xwin
2821,-,-,-,o,o,-,x,x,-,owin
2822,-,-,-,o,o,-,x,x,o,owin
2823,-,-,-,o,o,-,x,-,x,owin
2824,-,-,-,o,o,-,x,-,-,draw
2825,-,-,-,o,o,-,x,o,x,owin
2826,-,-,-,o,o,-,-,x,x,owin
2827,-,-,-,o,o,-,-,x,-,owin
2828,-,-,-,o,o,-,-,-,x,draw
2829,-,-,-,o,o,-,o,x,x,owin
2830,-,-,-,o,o,o,x,x,-,owin
2831,-,-,-,o,o,o,x,-,x,owin
2832,-,-,-,o,o,o,-,x,x,owin
2833,-,-,o,x,x,x,-,o,o,xwin
2834,-,-,o,x,x,x,o,-,o,xwin
2835,-,-,o,x,x,x,o,o,-,xwin
2836,-,-,o,x,x,-,x,o,o,owin
2837,-,-,o,x,x,-,-,-,o,owin
2838,-,-,o,x,x,-,-,o,-,draw
2839,-,-,o,x,x,-,-,o,o,xwin
2840,-,-,o,x,x,-,o,x,o,owin
2841,-,-,o,x,x,-,o,-,-,draw
2842,-,-,o,x,x,-,o,-,o,xwin
2843,-,-,o,x,x,-,o,o,x,xwin
2844,-,-,o,x,x,-,o,o,-,xwin
2845,-,-,o,x,x,o,x,-,o,owin
2846,-,-,o,x,x,o,x,o,-,owin
2847,-,-,o,x,x,o,x,o,o,owin
2848,-,-,o,x,x,o,-,x,o,owin
2849,-,-,o,x,x,o,-,-,-,owin
2850,-,-,o,x,x,o,-,-,o,owin
2851,-,-,o,x,x,o,-,o,x,draw
2852,-,-,o,x,x,o,-,o,-,draw
2853,-,-,o,x,x,o,o,x,-,owin
2854,-,-,o,x,x,o,o,x,o,owin
2855,-,-,o,x,x,o,o,-,x,draw
2856,-,-,o,x,x,o,o,-,-,draw
2857,-,-,o,x,x,o,o,o,x,xwin
2858,-,-,o,x,-,x,x,o,o,xwin
2859,-,-,o,x,-,x,-,-,o,owin
2860,-,-,o,x,-,x,-,o,-,owin
2861,-,-,o,x,-,x,-,o,o,xwin
2862,-,-,o,x,-,x,o,x,o,owin
2863,-,-,o,x,-,x,o,-,-,owin
2864,-,-,o,x,-,x,o,-,o,xwin
2865,-,-,o,x,-,x,o,o,x,owin
2866,-,-,o,x,-,x,o,o,-,xwin
2867,-,-,o,x,-,-,x,-,o,owin
2868,-,-,o,x,-,-,x,o,-,owin
2869,-,-,o,x,-,-,x,o,o,xwin
2870,-,-,o,x,-,-,-,x,o,owin
2871,-,-,o,x,-,-,-,-,-,owin
2872,-,-,o,x,-,-,-,-,o,owin
2873,-,-,o,x,-,-,-,o,x,owin
2874,-,-,o,x,-,-,-,o,-,draw
2875,-,-,o,x,-,-,o,x,-,owin
2876,-,-,o,x,-,-,o,x,o,owin
2877,-,-,o,x,-,-,o,-,x,owin
2878,-,-,o,x,-,-,o,-,-,draw
2879,-,-,o,x,-,-,o,o,x,xwin
2880,-,-,o,x,-,o,x,x,o,owin
2881,-,-,o,x,-,o,x,-,-,owin
2882,-,-,o,x,-,o,x,-,o,owin
2883,-,-,o,x,-,o,x,o,x,draw
2884,-,-,o,x,-,o,x,o,-,xwin
2885,-,-,o,x,-,o,-,x,-,owin
2886,-,-,o,x,-,o,-,x,o,owin
2887,-,-,o,x,-,o,-,-,x,draw
2888,-,-,o,x,-,o,-,-,-,draw
2889,-,-,o,x,-,o,-,o,x,xwin
2890,-,-,o,x,-,o,o,x,x,owin
2891,-,-,o,x,-,o,o,x,-,owin
2892,-,-,o,x,-,o,o,-,x,draw
2893,-,-,o,x,o,x,x,-,o,owin
2894,-,-,o,x,o,x,x,o,-,owin
2895,-,-,o,x,o,x,x,o,o,xwin
2896,-,-,o,x,o,x,-,x,o,owin
2897,-,-,o,x,o,x,-,-,-,owin
2898,-,-,o,x,o,x,-,-,o,owin
2899,-,-,o,x,o,x,-,o,x,owin
2900,-,-,o,x,o,x,-,o,-,owin
2901,-,-,o,x,o,x,o,x,-,owin
2902,-,-,o,x,o,x,o,x,o,owin
2903,-,-,o,x,o,x,o,-,x,owin
2904,-,-,o,x,o,x,o,-,-,owin
2905,-,-,o,x,o,x,o,o,x,owin
2906,-,-,o,x,o,-,x,x,o,owin
2907,-,-,o,x,o,-,x,-,-,owin
2908,-,-,o,x,o,-,x,-,o,xwin
2909,-,-,o,x,o,-,x,o,x,owin
2910,-,-,o,x,o,-,x,o,-,xwin
2911,-,-,o,x,o,-,-,x,-,owin
2912,-,-,o,x,o,-,-,x,o,owin
2913,-,-,o,x,o,-,-,-,x,owin
2914,-,-,o,x,o,-,-,-,-,owin
2915,-,-,o,x,o,-,-,o,x,owin
2916,-,-,o,x,o,-,o,x,x,owin
2917,-,-,o,x,o,-,o,x,-,owin
